x,bid,auctions,wins
0.5852016104967095,2.7193909938657077,7,7
4.567498300049138,2.688336001781131,2,2
1.4816278389979622,0.20017270705892024,4,0
0.8287901248579173,0.18773449651230203,4,0
1.9886793796255888,5.792509306664444,7,7
0.49799739004135724,0.5963716354890484,5,1
4.031862487682799,0.2237716108309449,5,0
4.839562788969945,3.8473825683936127,6,6
5.896451487265284,0.7287300688115782,5,0
3.8139644087811155,0.5935916311319934,6,0
1.295539536283082,0.35284598445893395,4,0
3.2941645925056777,1.382861692005306,3,0
3.2733597480553565,3.1964248896626004,7,7
1.4044564388820098,1.0851188642627358,2,2
0.6823550580424766,0.18975908653615975,4,0
2.997955602293728,2.614353152090829,5,5
0.9126505345307281,2.4873146407222904,5,5
3.1961164833436175,2.4184545829552064,7,5
2.322040610679294,1.2057813236718038,6,6
4.129964300532986,0.7927139139447112,2,0
2.2375629384503575,1.136770336781669,7,2
5.676960269780356,0.18971719029358317,4,0
4.664147508640242,1.5852518577674055,6,2
3.6482058184047266,0.18978893314603004,8,0
3.6913922195164135,0.4279564635738897,8,0
3.8579256076159405,0.2693870189698782,7,0
1.6109010427820079,2.517091481139714,4,4
4.500936891619359,1.369568902588915,4,1
1.72098293652092,1.5334111080573625,5,5
4.256256346957404,0.8204528280272708,6,0
0.38872065283059354,1.3039719839785975,4,4
4.139150875435414,3.4395981925597545,3,3
3.3130070008180645,4.5286588579193285,6,6
3.3229588818633644,0.19079832462355212,5,0
2.0791717787435418,2.4025109634824466,3,2
1.0356777605051861,2.4858629200442093,4,4
3.25159582537911,2.1535523057048813,11,10
0.3106142580946467,1.6118403467626956,6,6
4.953345680425262,0.7687674440864928,8,0
4.266401821388458,2.269806286777888,5,3
0.26500333597780945,0.28286806661855823,10,0
0.4592193692137716,1.276682461529261,7,7
0.06206337066147416,0.3449350050619238,6,0
5.965828933547654,1.8412590313235555,3,1
3.596663382581563,1.5635566370279717,3,1
1.0784328165882193,0.5111209940759482,7,3
2.1862704117964986,0.3189049523600876,2,0
5.183020362258911,1.1877833181338477,5,0
2.701533005775021,5.325563476890778,8,8
5.828218610909829,3.8760450079898385,5,1
0.8139586602912441,1.6877502654213175,4,4
4.294046896216683,2.278683753921224,4,0
5.525689503523579,0.8305261093803321,3,0
5.612186535287165,0.6828667219391215,3,0
5.617817453207548,1.1457070624476404,1,0
4.036644269307673,0.2617144934919508,5,0
5.633955812656375,0.621403046229618,5,0
3.14536638129238,0.9580121882003417,4,0
2.6935305420110613,0.7817664978392227,4,0
0.18766551999312697,2.0999696842439937,5,5
5.154626941848074,0.27693575488390854,1,0
1.09517276413831,0.20062894834196005,7,0
4.369856677971766,3.886277343552288,10,8
5.804209671976155,2.453971914188797,6,1
5.389894475239961,0.8348317857576792,3,0
5.0062290167455155,1.1239895368429567,6,0
3.5430468241702595,2.3658522263932364,4,3
2.1687554915612655,0.27210355035221767,6,0
0.9889841805841071,1.00086090763338,3,1
2.6412705626481996,5.763082666742708,6,6
4.561119127611783,0.2767198868409734,7,0
2.653642997236017,3.8341011796282025,6,6
0.7831403514200763,0.3144250454372651,2,0
1.0922540719175384,2.716861601356507,5,5
5.984623994697841,0.18584187965543908,4,0
1.613111408428223,0.518069872293227,8,1
5.263591301971661,0.22832625553263597,3,0
0.9837633613322845,0.7778216230413333,8,8
5.696604732137004,0.2677327419534011,4,0
2.4010020070657374,4.481081117973193,5,5
3.9160762728116625,0.412639437389995,6,0
4.2643960417388,0.754160218558196,5,0
2.40568399240866,0.3507146210425341,4,0
5.470958040755316,0.43471674695616985,6,0
0.3235073682997154,0.4102122562349746,9,0
2.9712249797656938,0.9352131999728917,3,0
1.4978318435188307,0.37871480409770036,7,0
2.0908251694804014,0.779420969548115,7,1
4.445317030602296,0.3151124904401141,6,0
2.1669420490834685,0.7290518792610486,4,0
3.7844526058671555,0.41617216635486337,5,0
5.845385104016376,3.1199543245657737,4,2
2.5330107620272733,2.919252578836127,2,2
0.37961850454444157,0.5936950177162473,7,6
0.4715221012742128,0.7153838457987634,7,6
1.2351973406590704,0.46304498345742645,4,0
1.7251286164249755,0.21453069168313232,5,0
2.288817659138818,4.995451994002112,4,4
5.01112407109177,0.26787604013410915,3,0
0.4924546071689697,1.1609393903663443,9,9
4.925009233416442,4.053294078283323,2,2
4.899943653971251,3.4855231082760367,3,3
1.9985741969018316,0.5997187737813706,6,0
4.0537905766234985,0.3519096299265894,9,0
5.900614686274657,5.6214479570951665,5,5
5.755195797259489,0.3180807581825583,3,0
4.0196634320127345,1.0126172754660658,3,0
5.357769884349885,1.4571397548082703,1,0
2.085346369943019,4.259879916095904,3,3
3.7899932626063753,1.0079256070249627,5,0
1.1309591711294575,2.261062857184314,5,5
2.0897073682941705,-1.6805776634584575,4,3
5.908662431754358,-1.4944967066498187,4,0
4.509787434547387,1.4878990043859173,5,4
4.998360260310877,0.451489686607445,1,0
0.8521833777550236,0.7633915232057247,6,3
0.08987518597938182,2.3395497638456053,3,3
5.143646831106572,0.5695613236123102,10,0
4.2716726554464,0.2625124366112949,8,0
5.1392411209705005,0.2144055076442389,7,0
5.1696259825790865,0.44229594058002886,7,0
4.774824682370768,0.597135821737593,7,0
2.8626246594950064,5.490379720505073,4,4
0.5590817406649851,1.010740157352118,1,1
1.882144288152685,0.23420845869440773,3,0
3.8473349550764766,0.23152925183599044,2,0
3.5039835273963913,2.663332879059704,6,6
1.6023958372950473,0.2286641236356769,3,0
0.3393203314078139,3.2463734915928595,7,7
5.4615126701367736,0.27432571631013697,4,0
1.819828095049058,0.2503700088025398,3,0
1.9885758129131181,0.9218781031464671,7,0
0.34011759796330443,5.301315942337048,4,4
0.17618696184864868,3.452392929728439,6,6
0.7567852286396857,0.3001445945070671,6,0
0.5976068634987795,1.3747229862573151,6,6
0.973084447564428,1.3715285896429785,5,4
0.905288360376683,1.4573431269801849,9,8
1.8743424070004746,0.6776592920260877,9,0
3.3588036996287425,0.41717471685170326,3,0
2.0882634623299294,0.638981208543254,3,1
2.096492296487499,0.9599760767479085,2,1
3.6822333213075686,0.6272943381898218,7,0
0.42137785483850365,1.1792164744397204,9,9
3.5854234594518974,0.2487574354061601,5,0
1.871390759279132,0.3746413417892166,7,0
1.5129207179998816,1.5070343329850635,5,5
3.1527954508234197,5.836245374039573,6,6
3.3446530786257433,1.19706094987042,4,0
3.569139008913176,0.6028970239114241,2,0
3.633219846997502,3.4288887638715555,4,4
0.45220280167591476,5.837403909647205,7,7
3.3583077770133944,1.6333135271285992,6,2
2.3258906942333644,5.6528987975034015,12,12
1.2442705505629152,1.6124731858381798,10,10
2.2793471819257327,2.382598615439028,5,5
1.1016984868352138,1.2734414685507747,6,6
2.918174382226474,2.8501823863800895,3,3
0.36315940473241515,1.0774699353922614,4,4
0.25451480177808117,1.0630058645175933,3,3
4.0026210532255355,0.2469358392647562,10,0
0.42047552084641415,0.16988678552904882,4,0
3.562289585883091,0.3548806875713117,5,0
4.468743376701933,1.4678886025518276,7,0
5.081977493584664,3.1917350662780297,5,2
3.0726220810463536,0.6640435466012512,7,0
0.7493742644362353,4.900030796479936,4,4
1.4022640401433537,4.074718298703931,4,4
1.6364742400546815,0.5799786460348237,4,0
4.998363940980905,2.8500512842609074,5,2
4.5498494309939055,2.307635517224549,6,3
1.5578086667531168,0.7131455305179757,6,2
5.228263106499878,0.6202759724493517,4,0
1.4651300794616366,3.329038475781071,5,5
0.30196450275142683,2.9241599378082643,7,7
3.1245712856541585,0.2555329250642257,4,0
2.865740704996819,2.1141117808274337,6,4
5.38976220800218,0.35087936871537323,4,0
2.0650624905250576,0.5089952422734887,2,0
5.082309052534456,3.9392555880824935,5,4
0.4921910033828638,0.3260643254605074,3,0
0.6379773732756382,1.0226874014491965,6,3
4.705877495205678,5.668670212520121,7,7
5.186503314936717,0.514991540112289,6,0
2.1892558828922564,1.5539854038563878,5,5
0.5900161871656735,1.4306243433115418,6,6
5.1518156387438125,5.370432924083352,2,2
0.6606303130231634,1.6355205306630312,5,5
0.699556958923889,0.22673790353956333,5,0
2.5500172634888627,0.3607878040301103,1,0
0.16483804921123557,4.555716044997126,5,5
0.7415941513272761,0.8378931827395171,5,4
0.1052058884583893,3.9836091461342,4,4
2.469655896403416,0.5545302213924876,5,0
2.8347587363488835,0.23971526049032374,1,0
0.4960903476524381,1.5642021800699584,7,7
1.2948463799013574,1.7784081496623236,4,4
4.546216746708528,0.2376460309194217,4,0
1.1841893694033625,1.7043732877406184,7,7
2.667713086509669,0.8319202493526214,6,1
2.0005023816859033,0.7321016504453826,4,1
1.3511742499006956,0.2415273387786037,5,0
1.8917225832364897,0.6577383757998592,9,1
0.8881741156687437,1.3016085778331032,8,8
3.8503163431191254,0.2417208948598054,5,0
3.1586261305852834,0.9803625507830592,8,0
1.1556740168044675,0.30764115976058254,7,0
5.881970086218444,3.291396495797835,1,1
0.9240993320865862,0.18214890232031458,11,0
5.116467495724705,0.4905626154020741,6,0
3.9845101045072546,0.38429282320322344,2,0
1.3927622245088713,1.8230118759399216,3,3
4.477801580940497,3.297934612424625,4,3
0.3428167705710108,2.266546943346011,6,6
2.941553525746418,5.604611496176716,7,7
2.905128581383807,3.3791552957171733,4,4
3.572490754984747,4.686812824205344,7,7
0.5545831677860675,1.114385928464152,5,4
5.635149111819706,0.27969402935674076,8,0
5.721421113249113,0.43770705413755345,5,0
3.14266372701117,1.6018814628167868,4,0
3.957832277732549,3.609401853543284,4,4
2.8760970751085426,2.3695884433543233,2,3
2.995172050676018,1.188788427483044,4,1
2.0621938618392885,3.278583968759058,3,3
4.6926753673630035,0.22088432052188106,11,0
0.8345224791451307,1.8005533888733665,7,7
5.745247037962043,3.550612928355279,4,4
5.046464741819412,2.4142001466454897,3,2
0.5475727568208411,0.36723465834104535,3,0
2.5787474554325627,2.147751332949027,5,5
0.6177195206353707,0.18085984714884623,7,0
2.0778754477872154,3.8850331561733333,5,5
4.1669006951274365,0.2675716584633642,5,0
2.503232183165109,0.9031978646388363,7,0
0.9169464000272987,1.1534465406612446,1,1
4.459791238927617,2.601995142505403,2,1
2.7465005523120194,0.9325888873782031,5,1
0.7671768188092645,0.2228370445139544,6,0
2.389817969000829,5.1361723683854645,3,3
1.2232061643953387,0.28206173325796774,3,0
3.5822113780735787,1.8170305718655342,7,5
5.64462513288212,0.7207469040735786,7,0
2.535335817912111,1.4945081468557992,8,5
4.827198547180859,0.4968626172399932,9,0
4.785432220645814,5.8020468500494475,4,4
1.7191937371311377,0.25267070580498424,3,0
3.6105545258527023,0.4424733032556281,6,0
3.351577386573842,5.036831435549639,5,5
2.059093824823201,0.402812739266388,2,0
3.780166211506022,3.750654956170016,7,7
2.1919994187224496,0.3930040570853277,2,0
5.381394366530676,1.146441504828968,2,0
4.394171177642929,0.5727771675287956,9,0
3.689519335603555,0.1950796002916588,9,0
5.02727679655932,0.25107380084753234,5,0
4.076367756195365,5.603075647535916,3,3
4.321001625971386,1.6623925838035922,1,0
4.649990915144243,0.32578418351440097,5,0
4.34570059463835,2.3837689196840866,6,3
2.074263565153948,0.23616418212669396,6,0
1.3885804484789128,0.8105270852853502,9,6
1.2059602980206097,0.21173564111053453,5,0
5.134988543219712,0.19205108116440434,5,0
4.390451488506948,0.25290826519198645,4,0
3.2570455275588737,5.533030681094804,3,3
1.2158508611924763,5.800986283072809,7,7
3.182223640543004,0.31462006267594084,1,0
1.8295878371903176,0.723684250576978,6,1
4.936785956700177,2.009539072004157,6,1
3.512545893754905,0.6762249422814118,5,0
4.357924182953269,4.445520807344418,9,9
1.1036554825875067,0.7681423210496838,9,4
0.036487109732113554,3.1247492630371925,6,6
1.4284938952217603,0.2601302749269878,4,0
1.02045438827166,1.0607563076583628,4,1
4.51472751969172,2.0603611935719703,2,0
5.0994369622111115,2.5872445060589446,5,4
2.329658045584153,0.2961262478944209,8,0
2.0285722807704754,0.28629388725721855,4,0
0.06481904376362957,0.18780496906762614,3,0
1.6350086718964207,1.3719070012763104,5,5
4.906172498503464,0.38021682078039415,1,0
0.9193951659317856,5.226763184769416,8,8
4.3001037138128595,2.3184418452369178,9,7
5.96562264069353,3.5267422572086824,4,1
0.6813345769728378,3.367156795042802,6,6
3.0307153995445795,2.6871065345142036,5,5
3.614895984800183,0.6290529500987437,6,0
2.196609212264484,0.24047098591232613,4,0
5.9473884257957055,0.19711012097920802,4,0
0.6311831346839873,2.131742269618526,8,8
1.1252789951455509,0.5043247186410946,2,0
2.5939550235285846,2.213205634527928,8,7
1.5148250170962156,2.7308894577222373,6,6
2.8780894008878595,1.275762179173725,4,0
5.318947434608113,0.3818909160674398,5,0
2.0153376367622293,0.22888235726086817,5,0
5.54029911804971,5.338265689221634,7,7
1.1285143502346182,0.4879414526175005,4,0
4.766019384568664,5.3418361577371885,8,7
0.7244735595043359,0.6190561654932966,5,0
0.13950980134224644,0.5307339978768693,8,3
0.607074990120932,1.7208657519379866,7,7
5.013554355633369,2.8715360104951513,1,0
4.032833973930369,5.7454788489739474,4,4
4.035915571894123,0.6789036988356548,5,0
0.7150624052348802,0.48334355423071024,3,1
4.594491309493944,0.2776034769712777,10,0
2.630527028872706,0.3274735858043522,5,0
1.7118246351040993,4.211613707410346,4,4
4.778885376032116,2.3637958011789317,3,0
2.876378375746142,1.6480088694360462,1,0
4.413876741593141,2.9162972875723634,6,5
2.4879402589011015,2.010534534681884,7,7
0.6597380823478511,2.6424423568968356,5,5
1.2163036546951038,0.6007128872918022,2,1
0.03130623932254517,0.3274189339781051,6,2
1.3771232954693338,0.2330407978043178,4,0
4.696312226910642,0.8241736396962697,7,0
0.7700155014036518,1.7476943281256077,3,3
5.318343299687457,1.2533769221297086,5,0
4.5838912706145765,2.143750225981115,5,3
2.9720104680342203,3.4302116716924314,4,4
5.126872293954069,0.32640218282075156,3,0
0.9562540851071974,0.4267045980683986,4,2
5.5768488169221975,5.761982679300146,6,5
3.762357829574232,4.5547888519550455,7,7
5.1576050319343265,2.7260581418466288,2,0
0.8061396218074914,0.8566420505189328,7,5
4.910748556532736,0.39537297959560075,8,0
3.6429079693661413,2.421455852953644,5,5
4.981842478103321,1.968455912124044,6,1
4.984314602951492,0.2858528473577323,7,8
2.3330044511698635,0.5322784428268347,4,1
5.521994201843254,1.54269638030631,7,0
2.763974339027507,0.22769235680049066,3,0
2.9284056608058573,0.6011899887679656,5,0
3.041326767232801,4.718439696362175,4,4
0.039268990101600565,0.5374777416830883,7,7
1.9245895668352877,1.0924104709125515,3,3
2.5420587427216583,0.2178279441437283,5,0
0.4429119086128137,0.49886156011801674,2,1
1.3680666229816074,3.6510829261739204,3,3
1.6001633023299215,0.43433348619150375,8,0
5.981478139150552,0.3782697957194573,2,0
0.7268173521439749,3.1595331240885156,8,8
2.062383394678672,0.3824386248191192,2,0
5.9386752521677,5.047181895237948,2,1
5.773519895809633,0.8386628454876828,6,0
5.408613735372862,1.3032864677025495,6,0
1.1735948450931966,2.544449997016634,6,6
0.5386984300971549,0.6818613236931891,5,2
0.5812495229596364,0.9437246185159455,4,4
3.5892534284305926,0.24520290480770243,6,0
4.531676828669963,2.034154345031347,4,2
4.0610012943325025,0.7101972295696335,7,0
1.3108214021763474,5.4004399742340325,3,3
1.7637371506307693,0.27317529374636085,4,0
3.028677167683592,5.1394776275110035,7,7
0.4267705492761027,1.6954204855661128,7,7
3.245433496152342,0.6654289335737882,3,0
4.093843525064726,1.7029973331785029,3,2
2.9828297030407027,0.20522016834504847,4,0
2.517537902532392,0.6331489239158045,4,0
4.080830828830909,2.426483320034585,4,3
2.8615058834127627,4.268469853625622,2,2
3.79615556966732,0.5581968607750918,4,0
5.6582457009952325,5.022914580651383,2,2
3.275236242790942,5.543443878622559,5,5
4.346854110610071,0.6413475197999461,7,0
1.7348113597173123,1.1367211872793765,1,1
4.546016135766702,3.501154564554101,3,3
3.177941544227927,0.21907691934570073,6,0
5.811289419604738,1.1576437786241238,6,0
0.9353442707718067,0.41675367679642655,3,1
5.047720308049022,2.3397972556196382,3,3
0.9802513330814095,0.3880246711507604,1,0
0.3462620412963775,2.608288307538232,3,3
1.293381342106883,1.0087211539373329,3,1
0.7256483895539811,0.31570409103524655,5,0
1.7832724483343072,0.3549910702667287,4,0
0.04866048942383783,0.5059940610975152,6,2
3.9710955789686784,3.9655211498791356,4,3
4.940078884100712,0.5008922556313609,3,0
0.8054325196560965,1.913366749257361,10,10
1.2637851378037577,0.3350898993940791,10,0
4.895679838354041,1.4368898262053245,2,0
1.7858076317011542,3.6748736732072405,3,3
2.969725950331031,1.1010104673348262,5,0
0.5816542425782976,2.914773198700718,6,6
4.328782730471318,0.4579172657988519,6,0
5.298635554536727,0.24858227032220886,3,0
2.1201061450160177,0.17025897702033513,8,0
1.2563647708024943,0.6299585614208038,2,1
5.499249752560986,1.4066644542514242,5,0
2.3807639775795204,2.605878339078074,5,5
3.8067358162507228,0.1843457494460682,9,0
0.5348424193613586,0.2185828767732386,7,0
3.8061390040499274,0.26053982150168764,4,0
1.303547415263292,5.019644651235711,5,5
4.0642302627206135,0.20277575362957737,8,0
2.7420127722979615,1.2957660728875935,2,1
2.6258736314524658,0.4538285207681466,6,0
3.8347456459017186,3.002751189990748,7,7
5.300632377270467,3.581381349321447,7,5
2.1725812174641246,3.1712412928563145,11,11
4.897948452997193,5.498097373501414,6,6
4.983318412744893,0.38901823444522954,6,0
3.474982498341257,0.19204365382287178,5,0
3.2757753302569053,1.5319485123776497,5,2
0.6107445877680331,3.143645015260475,6,6
2.7205923850717726,0.4147993188911193,9,0
4.911160009682674,0.2771102502763525,8,0
2.748871978646928,0.7737099453849124,2,0
4.669263972173775,1.5834864949607648,8,1
0.02822656255720668,0.8741004063580671,5,5
1.0759783512731282,0.4075462112650273,9,0
5.742138484120893,1.580083134182205,2,0
3.8018031472463165,3.362721660737325,5,5
0.2369935315113918,0.24363330195594676,3,0
1.958993707292377,0.22013564313341388,5,0
2.8074542044278026,2.3067388254596337,3,3
2.4554997671614056,0.43958590851790447,6,0
3.3662103073933034,0.23853038626944945,5,0
4.459999610985954,3.801233989870975,4,3
1.8153497253236506,0.21472107064613918,6,0
2.3671823339594913,0.9669285217752649,4,2
1.4897005847498523,0.7447463340030169,11,3
4.748739277710324,0.3952123298259779,6,0
3.2294949186546527,0.9054814546783051,2,1
0.5217064047946072,0.1734076454534155,1,0
0.3097830992294408,0.36517465225148743,5,0
2.2215182587273032,0.43026352279459024,3,0
5.474408513385021,0.4260974669938274,3,0
3.624109732915098,3.637707245534238,6,6
3.644488535225536,1.639333433415325,7,3
2.1276353504262273,2.415293559959977,6,6
3.9530861562536845,0.32887345028668474,9,0
4.513860397021839,0.8751227386586227,8,0
0.4868551315918028,0.5084725846208304,2,0
4.902532095418015,3.3711312775418163,3,2
4.583037822671511,2.9299870506120045,6,5
0.29318853222139096,0.19833026402655626,6,0
3.483773140490973,0.17613341141340366,6,9
1.156408032123796,0.74425318637573,5,5
1.1482737021994123,2.5974004864721802,6,6
3.751725659966977,0.31597772385072004,7,0
0.06389517144433166,0.5583662949135714,5,1
3.809123342798677,1.3587097223352456,9,2
2.3088302244872896,0.6960444599575263,3,0
1.4172143886164041,1.102533721226733,2,2
0.08947028689857617,4.889606050813324,6,6
2.6058040323735874,1.026995996451157,6,1
1.569190655486213,1.132450961512646,4,3
2.1073483993007693,5.79565087558193,7,7
5.668808384204738,1.14426045369968,4,0
0.5362738279667723,0.7802039151438976,3,0
1.3010796470995463,0.43196508920079857,3,0
5.753652216768778,0.7769777911219626,1,0
3.001143079757722,2.9495114692701514,7,7
1.5271907318120639,0.20792562669321557,5,0
1.6933637085248676,0.9870485914140638,4,3
4.420721776347523,2.6888709945347666,12,9
5.915403899712671,1.0977428374186393,5,0
4.30317737212771,0.47534444129442877,12,0
3.682039914253261,0.4266189695318784,10,0
3.378374579771185,2.2003256104698976,4,3
4.913487309643876,0.41115024990988325,7,0
3.670283860550971,0.300513398533892,3,0
4.6036275122539285,1.7687204333473707,6,1
0.25708004191766554,2.682991731234989,4,4
4.370913705736601,0.22194528834466756,2,0
0.23444763333193364,2.7980461169281305,2,2
0.5556771167836363,0.6068374600534172,6,1
4.076503892897486,0.4968758342223115,5,0
2.0087108728885257,3.036448873379094,3,3
0.6076094493107076,1.0660299221662128,2,0
5.0729127297397625,0.4534294238942043,3,0
0.5212452284731453,0.21973002044781384,3,0
1.1098730477202416,0.1891799453727732,9,0
1.1693835718961858,1.7478170787691671,6,6
2.7598958518927574,0.9445616256118731,3,1
1.1988924007562403,0.5946684605544391,4,0
4.68868160284421,5.500945398896804,9,9
1.8542027936325602,0.1875880718763244,5,0
3.539281230501757,0.2298419033756558,3,0
3.1746011364369906,0.23622211712934624,4,0
3.13245725126288,2.605131623361472,2,2
1.433424543147178,0.34779742962539917,2,0
5.795744551668824,1.337756020591416,8,0
3.63334310468042,2.0741140926300523,4,4
2.119324822035355,0.4524804324373939,4,0
2.4429447082338998,2.555064137683482,8,8
3.6220672695021907,2.502685328434153,4,4
2.8586675019495096,0.37818516650268325,4,0
2.971574014504532,4.261545273455149,5,5
5.190428055456118,0.6308621931929033,6,0
4.87700426412391,2.7638185727419895,3,1
5.8848958112710665,0.6065182944863166,6,0
4.2427949114428705,4.493238060092962,6,6
0.31490972155548524,0.23946226690718697,6,0
0.48675811924634194,0.30493876916953355,3,0
0.07185814453244754,1.0600617041367821,10,10
1.1780890494711718,0.7249182916839131,8,3
